,First Name,Last Name,Height,Flavour,Country of Origin,Favorite Icecream,Like Liquorice,Times Visited Italy,First Time London,Steps per Day
958,Tyler,Ford,167.16,Neapolitan,Denmark,Strawberry,1,6,0,4680
959,Alejandra,Stout,168.9,Mint Chocolate Chip,Japan,Strawberry,0,3,0,8095
960,Bethany,Stephens,172.28,Mint Chocolate Chip,Sweden,Strawberry,0,3,0,6861
961,Troy,Merritt,154.38,Strawberry,Denmark,Chocolate,1,5,0,6045
962,Grace,Conley,158.97,Mint Chocolate Chip,Norway,Strawberry,0,3,0,9959
963,Amanda,Blevins,177.95,Cookies and Cream,Denmark,Strawberry,1,3,0,8685
964,Linda,Meadows,137.99,Butter Pecan,Denmark,Stracciatella,0,0,0,4980
965,Laurie,Burton,149.0,Neapolitan,Denmark,Vanilla,1,3,0,4689
966,Gregory,Olson,174.77,Neapolitan,Norway,Strawberry,1,3,0,4873
967,Nicolas,Ortiz,182.68,Cookies and Cream,China,Vanilla,0,5,0,7113
968,Tracey,Lucas,173.46,Mint Chocolate Chip,Sweden,Strawberry,1,3,0,6997
969,Tanya,Wolf,171.55,Butter Pecan,Norway,Strawberry,1,0,0,11499
970,Brett,Kelley,164.84,Mint Chocolate Chip,Denmark,Vanilla,0,5,0,5288
971,Sheri,Davidson,185.44,Mint Chocolate Chip,Sweden,Vanilla,1,0,0,11833
972,Kristin,Merritt,153.58,Cookies and Cream,Denmark,Chocolate,1,5,0,6995
973,Chris,Zimmerman,162.63,Butter Pecan,Denmark,Strawberry,0,3,0,9652
974,Miguel,Clarke,159.98,Butter Pecan,Italy,Strawberry,1,5,0,6924
975,Diamond,Morton,169.3,Mint Chocolate Chip,Sweden,Strawberry,1,3,0,13288
976,Chris,Price,173.05,French Vanilla,Denmark,Strawberry,1,3,0,8705
977,Lynn,Taylor,148.32,Strawberry,Sweden,Strawberry,1,0,0,11499
978,Brett,Hartman,173.92,Butter Pecan,Denmark,Vanilla,0,3,0,9976
979,Abigail,Berry,172.38,Mint Chocolate Chip,Sweden,Vanilla,1,3,0,8696
980,Mark,White,163.5,Strawberry,Japan,Strawberry,1,3,0,15206
981,Ricky,Weaver,184.88,Butter Pecan,Denmark,Vanilla,0,0,0,3063
982,Michele,Palmer,176.15,Butter Pecan,China,Chocolate,1,3,0,4930
983,Colin,Davidson,169.27,Cookies and Cream,Norway,Vanilla,1,6,0,4374
984,Cathy,Tapia,154.38,Cookies and Cream,Denmark,Vanilla,1,5,0,5975
985,Ruth,Hartman,159.77,Butter Pecan,Sweden,Stracciatella,1,3,0,2954
986,Amy,Parsons,155.49,Butter Pecan,Sweden,Vanilla,0,3,0,9508
987,Juan,Conley,163.94,Strawberry,Sweden,Vanilla,1,6,0,3326
988,Kathleen,Berry,184.03,Cookies and Cream,Denmark,Vanilla,1,3,0,6719
989,Laurie,Willis,137.39,Mint Chocolate Chip,Japan,Strawberry,0,0,0,11833
990,Kim,Larson,165.76,Cookies and Cream,Denmark,Strawberry,1,3,0,14535
991,Edwin,Patton,169.58,Mint Chocolate Chip,Denmark,Strawberry,1,0,0,9584
992,Kristin,Hudson,176.98,French Vanilla,Denmark,Strawberry,1,3,0,2054
993,Stephanie,Ortiz,163.82,Butter Pecan,Japan,Chocolate,0,6,0,10525
994,Allison,Hampton,168.77,Mint Chocolate Chip,Japan,Strawberry,1,3,0,5537
995,Cassandra,Sherman,155.83,Neapolitan,Denmark,Strawberry,1,0,0,9963
996,Bradley,Howell,180.43,Strawberry,Italy,Strawberry,1,5,0,9757
997,Justin,Weaver,180.55,Cookies and Cream,Japan,Strawberry,1,3,0,11425
998,Benjamin,Collier,161.58,Butter Pecan,Sweden,Chocolate,0,3,0,7852
999,Bethany,Berry,158.97,Neapolitan,Italy,Stracciatella,1,6,0,6601
1000,Judy,Larson,170.89,French Vanilla,Denmark,Chocolate,0,3,0,11263
1001,Micheal,Moreno,157.13,French Vanilla,Japan,Strawberry,0,0,0,8431
1002,Belinda,Andrews,166.29,Butter Pecan,Sweden,Strawberry,1,6,0,9224
1003,Barry,Vincent,175.22,French Vanilla,Norway,Strawberry,1,6,0,9990
1004,Patrick,Barry,169.27,Butter Pecan,Denmark,Strawberry,0,0,0,8597
1005,Erica,Tate,165.9,French Vanilla,Sweden,Vanilla,0,3,0,7318
1006,Miguel,Fisher,172.92,Mint Chocolate Chip,Denmark,Chocolate,0,3,0,13256
1007,Erica,Ibarra,172.92,Strawberry,Italy,Strawberry,1,0,0,7102
1008,Sonya,Duncan,186.18,Neapolitan,Italy,Strawberry,0,0,0,7807
1009,Sheila,Davidson,184.03,Butter Pecan,China,Chocolate,0,5,1,8431
1010,Claire,Rollins,165.76,Neapolitan,Japan,Strawberry,0,3,0,7182
1011,Judy,Shaw,160.34,Mint Chocolate Chip,Japan,Vanilla,0,3,0,8136
1012,Suzanne,Hartman,183.26,Cookies and Cream,Norway,Chocolate,1,0,0,6426
1013,Toni,Davis,192.12,Mint Chocolate Chip,Sweden,Vanilla,1,3,0,5975
1014,Damon,Norris,180.03,Strawberry,Sweden,Vanilla,1,0,0,8706
1015,Travis,Ellis,179.4,Cookies and Cream,Sweden,Vanilla,1,3,0,10071
1016,Holly,Ellison,175.32,Neapolitan,Denmark,Vanilla,1,3,0,9951
1017,Thomas,Kirk,176.37,Butter Pecan,Italy,Strawberry,0,3,1,6062
1018,Kellie,Dean,181.92,Butter Pecan,Sweden,Vanilla,1,0,0,14531
1019,Bradley,Stone,187.48,French Vanilla,Sweden,Vanilla,1,3,0,3326
1020,Travis,Russell,183.91,Strawberry,Italy,Strawberry,1,0,0,10870
1021,Whitney,Peck,177.84,Mint Chocolate Chip,Denmark,Stracciatella,1,3,0,3326
1022,Brett,Blankenship,180.7,French Vanilla,Japan,Vanilla,1,3,0,5728
1023,Greg,Erickson,175.95,Butter Pecan,Sweden,Strawberry,1,5,0,10649
1024,Shaun,Tate,183.2,French Vanilla,China,Vanilla,1,3,0,5805
1025,Brett,Leon,168.98,Neapolitan,Denmark,Chocolate,0,3,0,4022
1026,Patrick,Gonzales,188.09,Butter Pecan,Sweden,Strawberry,1,5,0,6824
1027,Troy,Shepherd,172.92,Butter Pecan,Norway,Chocolate,0,5,0,8136
1028,Ryan,Conley,179.53,Cookies and Cream,Sweden,Strawberry,1,3,0,5276
1029,Damon,Mccoy,162.47,Butter Pecan,Sweden,Chocolate,0,3,0,3611
1030,Miguel,Morrow,152.49,French Vanilla,Sweden,Vanilla,0,3,0,10525
1031,Diamond,Palmer,184.1,Mint Chocolate Chip,Italy,Chocolate,0,5,0,10525
1032,Gregory,Mills,182.49,French Vanilla,Denmark,Stracciatella,1,3,1,10146
1033,Dana,Greer,170.41,Cookies and Cream,Sweden,Strawberry,0,0,0,5372
1034,Sonya,Haley,173.27,Butter Pecan,Norway,Chocolate,1,6,0,10764
1035,Terrence,Kirk,188.09,Strawberry,Japan,Strawberry,1,3,0,12516
1036,Claire,Lamb,165.76,Neapolitan,Italy,Vanilla,0,5,1,8685
1037,Damon,Daniels,157.91,Mint Chocolate Chip,Norway,Vanilla,1,6,0,4032
1038,Latoya,Tate,170.95,Neapolitan,Norway,Chocolate,0,3,0,10195
1039,Maria,Hayes,163.49,Cookies and Cream,Japan,Vanilla,1,4,0,7102
1040,Sheila,Lucas,175.97,Strawberry,Denmark,Strawberry,1,3,1,8997
1041,Dustin,Reilly,171.89,Cookies and Cream,Norway,Strawberry,0,4,0,14974
1042,Kristy,Hudson,165.83,Cookies and Cream,Norway,Vanilla,0,5,0,4022
1043,Whitney,Weaver,175.08,Strawberry,Japan,Chocolate,1,3,0,9518
1044,Erica,Morrow,168.9,Neapolitan,Norway,Vanilla,1,0,0,12688
1045,Judy,Conley,167.55,Cookies and Cream,Norway,Vanilla,0,6,0,3804
1046,Tanner,George,163.49,Mint Chocolate Chip,Japan,Strawberry,0,3,0,9508
1047,Latoya,Lamb,182.68,Mint Chocolate Chip,Japan,Strawberry,1,3,0,8985
1048,Ruth,Short,172.36,Strawberry,China,Vanilla,0,3,0,9837
1049,Carrie,Fuentes,137.39,Cookies and Cream,Japan,Strawberry,1,3,0,12897
1050,Shaun,Beck,156.9,Cookies and Cream,Sweden,Strawberry,0,3,0,5006
1051,Caitlin,Gomez,160.63,Mint Chocolate Chip,Japan,Strawberry,1,5,0,10467
1052,Scott,Mccoy,150.2,Cookies and Cream,Norway,Strawberry,1,3,0,3338
1053,Jeremy,Aguilar,167.27,Mint Chocolate Chip,Norway,Chocolate,0,0,0,8431
1054,Kristin,Snyder,168.98,French Vanilla,Denmark,Vanilla,1,3,0,6819
1055,Kellie,Leon,164.99,Mint Chocolate Chip,Norway,Vanilla,1,0,0,5101
1056,Jeffrey,Weaver,163.31,Cookies and Cream,Sweden,Vanilla,1,3,0,7807
1057,Suzanne,Savage,177.36,Neapolitan,Sweden,Stracciatella,0,3,0,15206
1058,Lynn,Baird,169.83,Mint Chocolate Chip,Denmark,Strawberry,1,6,0,9508
1059,Carol,Riddle,188.7,Butter Pecan,Japan,Strawberry,1,3,0,9688
1060,Aaron,Howell,170.92,French Vanilla,Sweden,Strawberry,1,3,0,3564
1061,Michele,Wells,162.01,Cookies and Cream,Norway,Strawberry,1,4,0,5805
1062,Bethany,Ford,186.17,Neapolitan,Sweden,Strawberry,1,4,0,8496
1063,Katie,Patton,190.6,French Vanilla,Japan,Strawberry,1,6,0,9897
1064,Alisha,Lucas,171.46,Neapolitan,Sweden,Strawberry,1,5,0,9879
1065,Kim,Schneider,180.55,French Vanilla,Denmark,Stracciatella,1,0,0,4602
1066,Suzanne,Shepherd,184.97,French Vanilla,Sweden,Chocolate,0,3,0,6842
1067,Mark,Berry,167.27,Mint Chocolate Chip,Japan,Vanilla,0,0,0,8431
1068,Dustin,Stephens,137.99,French Vanilla,Norway,Vanilla,0,3,1,7102
1069,Dustin,Zimmerman,172.28,Butter Pecan,Denmark,Strawberry,1,5,0,8813
1070,Wendy,Conley,176.15,French Vanilla,Denmark,Chocolate,1,3,0,5386
1071,Leah,Herman,157.13,Strawberry,Japan,Chocolate,0,0,0,1924
1072,Judy,Schultz,170.89,Neapolitan,Sweden,Chocolate,1,0,0,6924
1073,Meredith,Stewart,180.55,Butter Pecan,Sweden,Strawberry,1,6,0,9224
1074,Kristina,Parrish,168.38,Strawberry,Denmark,Strawberry,0,0,0,1776
1075,Clarence,Morrison,186.38,Mint Chocolate Chip,Denmark,Chocolate,1,3,0,5701
1076,Crystal,Rice,156.29,Neapolitan,Norway,Vanilla,1,0,0,11833
1077,Johnny,Snow,186.38,Pistachio,Sweden,Strawberry,1,4,0,8600
1078,Laura,Kirk,162.38,French Vanilla,Norway,Strawberry,0,6,0,7595
1079,Shaun,Zimmerman,184.18,Mint Chocolate Chip,Denmark,Chocolate,1,0,0,4290
1080,Chad,Howell,170.32,Neapolitan,Sweden,Strawberry,0,6,0,6426
1081,Caitlyn,Savage,165.85,French Vanilla,Norway,Strawberry,0,6,0,2350
1082,Latoya,Parrish,173.57,French Vanilla,Denmark,Vanilla,1,6,0,4980
1083,Kristina,Ibarra,188.09,Neapolitan,Sweden,Strawberry,0,0,0,9976
1084,Kellie,Pacheco,175.25,Cookies and Cream,Norway,Chocolate,1,6,0,6270
1085,Nicholas,Yates,188.79,Neapolitan,Denmark,Strawberry,1,4,0,10547
1086,Suzanne,Shepherd,187.29,Strawberry,Japan,Vanilla,0,3,0,5728
1087,Katie,Hampton,172.28,Mint Chocolate Chip,Sweden,Vanilla,1,3,0,5972
1088,Linda,Herman,164.3,Butter Pecan,Norway,Vanilla,0,0,0,3709
1089,Amy,Frank,188.09,Strawberry,Denmark,Strawberry,0,4,0,6407
1090,Peggy,Paul,165.24,Cookies and Cream,Norway,Chocolate,1,3,0,13094
1091,Gregory,Savage,162.54,Cookies and Cream,Denmark,Vanilla,0,5,0,1944
1092,Laura,Murphy,178.23,Butter Pecan,China,Chocolate,0,5,0,7609
1093,Latoya,Bray,184.96,Pistachio,Sweden,Chocolate,1,0,0,10277
1094,Gregory,Pearson,177.12,Strawberry,Sweden,Stracciatella,1,0,0,6997
1095,Michele,Shepherd,166.29,French Vanilla,Sweden,Vanilla,0,4,0,6601
1096,Stephanie,Tran,183.91,Mint Chocolate Chip,Italy,Strawberry,1,4,0,8431
1097,Jeremy,Murphy,177.12,Mint Chocolate Chip,Norway,Vanilla,1,3,1,8573
1098,Gabriella,Holmes,162.17,Cookies and Cream,Denmark,Chocolate,0,0,0,2786
1099,Latoya,Hanson,162.57,Strawberry,China,Vanilla,1,5,0,9389
1100,Bradley,Quinn,165.84,Cookies and Cream,Denmark,Stracciatella,0,3,0,3063
1101,Miguel,Cox,177.95,French Vanilla,China,Strawberry,1,3,0,6709
1102,Cathy,Duncan,170.95,Cookies and Cream,Sweden,Chocolate,0,5,1,10270
1103,Peter,Thomas,168.26,Neapolitan,Denmark,Strawberry,0,4,1,5800
1104,Patricia,Petersen,174.96,Mint Chocolate Chip,Sweden,Strawberry,0,3,0,9777
1105,Michele,Snow,137.39,Mint Chocolate Chip,Italy,Chocolate,0,0,0,10195
1106,Michele,Young,187.29,Butter Pecan,Sweden,Chocolate,1,0,0,8796
1107,Leah,Berry,164.72,French Vanilla,Denmark,Strawberry,0,5,0,10071
1108,Mark,Griffin,183.91,Cookies and Cream,Sweden,Strawberry,0,6,0,10698
1109,Colin,Savage,164.48,Cookies and Cream,Sweden,Strawberry,0,3,0,4374
1110,Kerri,Lang,174.77,Mint Chocolate Chip,China,Vanilla,0,3,0,7286
1111,Gregory,Cervantes,165.66,French Vanilla,Sweden,Chocolate,1,3,0,5728
1112,Dustin,Merritt,154.2,Mint Chocolate Chip,Sweden,Strawberry,1,5,0,7102
1113,Jeremy,Stewart,171.18,Mint Chocolate Chip,Denmark,Vanilla,1,6,1,5728
1114,Gabriella,Hudson,174.18,Strawberry,Sweden,Strawberry,1,5,0,7230
1115,Christine,Harvey,168.74,Neapolitan,Japan,Stracciatella,0,0,0,3654
1116,Miguel,Browning,156.88,French Vanilla,Norway,Strawberry,1,0,0,11686
1117,Claire,Lamb,185.11,Neapolitan,Norway,Strawberry,1,3,0,1766
1118,Carol,Odom,156.29,Butter Pecan,Japan,Vanilla,1,0,0,11561
1119,Mark,Owens,176.33,Neapolitan,Denmark,Chocolate,0,6,0,10986
1120,Kathy,Parrish,160.63,Strawberry,Sweden,Vanilla,0,5,0,10970
1121,Brady,Herman,179.07,Neapolitan,Sweden,Vanilla,1,6,0,8719
1122,Laurie,Sanchez,186.17,Mint Chocolate Chip,Denmark,Vanilla,0,4,0,7628
1123,Greg,Erickson,169.3,French Vanilla,Sweden,Stracciatella,1,3,0,5006
1124,Bradley,Morrow,170.32,French Vanilla,Japan,Strawberry,1,5,0,8564
1125,Denise,Browning,162.17,French Vanilla,Sweden,Strawberry,0,0,0,5728
1126,Glen,Thomas,162.17,French Vanilla,Denmark,Strawberry,0,5,0,10462
1127,Micheal,Pearson,184.96,French Vanilla,Sweden,Chocolate,1,0,0,3063
1128,Cassandra,Browning,156.88,Cookies and Cream,Sweden,Strawberry,0,3,0,17294
1129,Colton,Moreno,176.33,Butter Pecan,Denmark,Vanilla,1,4,0,5969
1130,Michael,Murphy,191.14,Neapolitan,China,Stracciatella,0,3,0,8453
1131,Bradley,Lamb,177.9,Neapolitan,Sweden,Vanilla,0,4,0,6924
1132,Dustin,Harris,163.25,Neapolitan,Sweden,Chocolate,1,3,0,6142
1133,Shaun,Merritt,195.77,Cookies and Cream,Japan,Vanilla,0,4,0,10118
1134,Mark,Thomas,161.84,French Vanilla,China,Strawberry,0,3,0,8997
1135,Bethany,Bishop,170.95,Neapolitan,Denmark,Chocolate,1,0,0,6995
1136,Samantha,Curtis,162.59,Cookies and Cream,Norway,Chocolate,0,6,0,7124
1137,Diamond,Morton,171.55,Cookies and Cream,Denmark,Stracciatella,0,3,0,11561
1138,Sheri,Wells,160.31,Strawberry,Sweden,Strawberry,1,6,0,5276
1139,Benjamin,Stewart,153.58,Strawberry,Sweden,Chocolate,0,0,0,10460
1140,Sheri,Madden,152.88,Butter Pecan,Italy,Strawberry,1,0,0,6258
1141,Chad,Craig,160.64,Strawberry,Sweden,Vanilla,1,5,0,6610
1142,Adrian,Berg,184.1,French Vanilla,Denmark,Vanilla,1,4,0,12243
1143,Carol,Lucas,177.69,Butter Pecan,Sweden,Vanilla,1,3,0,6140
1144,Gerald,Cervantes,167.93,Neapolitan,China,Chocolate,0,5,0,7941
1145,Thomas,Hill,170.57,Neapolitan,Norway,Strawberry,1,0,0,8706
1146,Holly,Thomas,179.07,Neapolitan,Japan,Stracciatella,0,3,0,7439
1147,Pamela,Palmer,165.83,Strawberry,Norway,Strawberry,1,3,0,9141
1148,Jeremy,Lucas,164.99,Neapolitan,Norway,Chocolate,0,0,0,2261
1149,Tanner,Stout,175.25,Butter Pecan,Japan,Stracciatella,1,3,0,5297
1150,Diamond,Murphy,172.73,Strawberry,Italy,Vanilla,0,0,0,10299
1151,Jacqueline,Carpenter,164.48,Cookies and Cream,Denmark,Strawberry,1,6,0,6512
1152,Mathew,Davidson,169.58,Butter Pecan,Norway,Vanilla,0,4,0,5975
1153,Jesus,Wells,171.22,Mint Chocolate Chip,Denmark,Stracciatella,0,0,0,13858
1154,Damon,Garcia,171.22,Cookies and Cream,Sweden,Stracciatella,0,4,0,7476
1155,Mathew,Chandler,182.37,Butter Pecan,Japan,Strawberry,1,3,0,9951
1156,Amy,Gomez,169.57,Strawberry,Norway,Vanilla,0,3,0,14492
1157,Breanna,Obrien,171.55,Neapolitan,Japan,Strawberry,1,6,0,1894
1158,Grace,Walker,176.37,French Vanilla,Sweden,Strawberry,0,5,0,6750
1159,Laurie,Parrish,173.84,French Vanilla,Sweden,Vanilla,0,5,0,9990
1160,Christopher,Curtis,176.32,French Vanilla,Denmark,Chocolate,1,0,0,9738
1161,Hunter,Cooper,171.06,Neapolitan,Sweden,Vanilla,0,3,0,4804
1162,Terrence,Young,182.68,French Vanilla,Sweden,Vanilla,1,0,0,8685
1163,Clarence,Gutierrez,162.47,Butter Pecan,Sweden,Vanilla,1,3,0,5297
1164,Kristy,Cervantes,184.03,Neapolitan,Sweden,Vanilla,1,3,0,6258
1165,Christine,Dunlap,162.25,Butter Pecan,Denmark,Chocolate,0,3,0,9515
1166,Brendan,Duncan,167.27,Cookies and Cream,Japan,Strawberry,0,3,0,4895
1167,Mathew,Hale,167.27,Strawberry,Norway,Vanilla,1,0,0,5728
1168,Judy,Hanson,171.22,French Vanilla,Norway,Strawberry,0,3,0,12418
1169,Troy,Bautista,150.06,French Vanilla,Sweden,Vanilla,0,3,0,8011
1170,Dustin,Erickson,174.56,Cookies and Cream,Norway,Vanilla,0,3,0,11916
1171,Dominic,Travis,178.47,Mint Chocolate Chip,Denmark,Strawberry,1,0,0,5276
1172,Michele,Lucas,155.83,Mint Chocolate Chip,Norway,Vanilla,0,3,0,4406
1173,Stephanie,Christensen,190.76,Cookies and Cream,Germany,Chocolate,0,3,0,6140
1174,Patrick,Browning,161.99,Mint Chocolate Chip,Sweden,Vanilla,1,0,0,6540
1175,Jeffrey,Schultz,175.08,Cookies and Cream,Denmark,Vanilla,0,6,0,11587
1176,Karla,Flores,175.52,Cookies and Cream,Sweden,Vanilla,0,0,0,13256
1177,Spencer,Tate,157.13,Mint Chocolate Chip,Sweden,Vanilla,0,5,0,9774
1178,Suzanne,Pearson,181.49,French Vanilla,Norway,Chocolate,0,0,0,3474
1179,Jesus,Conley,182.92,Butter Pecan,Sweden,Stracciatella,0,3,0,9265
1180,Scott,Clarke,173.41,Mint Chocolate Chip,Sweden,Strawberry,1,3,0,15206
1181,Seth,Warner,167.15,Mint Chocolate Chip,Norway,Vanilla,0,3,0,7588
1182,Max,Ryan,180.7,Butter Pecan,Sweden,Strawberry,1,3,0,14492
1183,Laurie,Gonzales,169.16,Mint Chocolate Chip,Sweden,Stracciatella,1,4,0,11263
1184,Alejandra,Merritt,169.53,Butter Pecan,Sweden,Vanilla,1,3,0,11316
1185,Michele,Gomez,186.18,Cookies and Cream,Denmark,Vanilla,1,6,0,8095
1186,Patricia,Glover,188.09,Strawberry,Sweden,Vanilla,0,6,0,9544
1187,Felicia,Mills,169.53,Cookies and Cream,Sweden,Strawberry,1,0,0,9246
1188,Suzanne,Love,153.13,Cookies and Cream,Japan,Vanilla,1,0,0,8655
1189,Mark,Olson,180.55,Strawberry,Norway,Strawberry,0,5,0,7318
1190,Dana,Berry,176.33,Cookies and Cream,China,Vanilla,1,3,0,8074
1191,Laura,Larson,153.13,Neapolitan,Sweden,Vanilla,1,3,0,7732
1192,Gerald,Ortiz,174.97,Mint Chocolate Chip,Norway,Strawberry,0,5,0,9387
1193,Joanna,Patel,175.45,French Vanilla,Norway,Chocolate,0,4,0,6971
1194,Jasmine,Cervantes,177.26,French Vanilla,Norway,Vanilla,0,3,0,11425
1195,Brandi,Rush,163.25,Butter Pecan,Norway,Strawberry,0,3,0,2125
1196,Micheal,Howell,180.22,Cookies and Cream,Sweden,Strawberry,0,3,0,11833
1197,Seth,Duncan,171.22,Butter Pecan,Japan,Stracciatella,1,6,0,10700
1198,Jordan,Ramos,163.57,Butter Pecan,Norway,Vanilla,0,3,0,10195
1199,Troy,Howell,190.6,French Vanilla,Sweden,Strawberry,1,4,0,5924
1200,Adrian,Thomas,162.63,Mint Chocolate Chip,Norway,Vanilla,0,3,0,10478
1201,Kim,Vincent,162.24,Neapolitan,Denmark,Stracciatella,1,3,0,3650
1202,Brandi,Daugherty,164.84,Cookies and Cream,Sweden,Vanilla,0,6,0,10152
1203,Linda,Cole,161.1,Butter Pecan,Sweden,Strawberry,1,5,0,6997
1204,Brendan,Alexander,172.38,Mint Chocolate Chip,Norway,Chocolate,0,0,0,9387
1205,Kathy,Woodward,170.98,Cookies and Cream,Italy,Chocolate,1,6,0,10280
1206,Benjamin,Harvey,137.39,French Vanilla,Denmark,Vanilla,1,6,0,13858
1207,Nicolas,Mcneil,172.44,Cookies and Cream,Japan,Strawberry,0,3,0,7350
1208,Kellie,Best,148.32,Neapolitan,Denmark,Vanilla,1,0,0,12140
1209,Scott,Duncan,137.39,Pistachio,Sweden,Vanilla,0,0,0,1796
1210,Mark,Hunter,172.74,Cookies and Cream,Sweden,Strawberry,1,3,0,6258
1211,Frank,Gibson,169.27,Neapolitan,Sweden,Chocolate,1,6,0,11474
1212,Denise,Bray,162.17,Mint Chocolate Chip,Denmark,Stracciatella,0,0,0,1541
1213,Tanner,Lucas,157.02,Neapolitan,Sweden,Chocolate,0,0,0,5372
1214,Caitlyn,Gomez,188.18,Strawberry,Sweden,Stracciatella,1,0,0,4377
1215,Caitlin,Berg,172.32,French Vanilla,Sweden,Strawberry,1,3,0,8523
1216,Katie,Stephens,157.13,Cookies and Cream,Denmark,Strawberry,1,0,0,5728
1217,Chad,Meadows,156.91,Neapolitan,Norway,Vanilla,0,3,0,14492
1218,Randy,Norman,177.24,Cookies and Cream,Sweden,Strawberry,0,0,1,13428
1219,Crystal,Quinn,166.29,Neapolitan,Denmark,Stracciatella,1,3,0,9777
1220,Gerald,Kelley,176.33,Neapolitan,Sweden,Vanilla,1,3,0,4980
1221,Mark,Berry,169.27,Mint Chocolate Chip,Norway,Strawberry,0,4,0,8095
1222,Nicholas,Mccoy,167.36,Butter Pecan,Japan,Strawberry,0,3,0,6924
1223,Suzanne,Garcia,177.07,Cookies and Cream,Japan,Chocolate,0,3,0,11499
1224,Dominic,Lamb,156.9,Cookies and Cream,Denmark,Vanilla,1,3,0,7476
1225,Margaret,Lin,157.49,Cookies and Cream,Norway,Vanilla,1,3,0,13858
1226,Kristy,Best,182.49,French Vanilla,Denmark,Vanilla,0,3,0,6851
1227,Curtis,Ellison,170.91,Neapolitan,Japan,Vanilla,1,6,0,5805
1228,Ian,Rose,151.46,Mint Chocolate Chip,China,Strawberry,1,0,0,10424
1229,Sheri,Gray,149.47,Mint Chocolate Chip,Sweden,Strawberry,0,6,0,6997
1230,Shirley,Hartman,180.43,Cookies and Cream,Denmark,Chocolate,1,3,0,11357
1231,Kelly,Gonzalez,173.46,Cookies and Cream,Germany,Stracciatella,0,3,0,11561
1232,Lynn,Aguilar,165.3,Mint Chocolate Chip,Sweden,Chocolate,0,5,0,5372
1233,Jasmine,Love,163.9,Strawberry,Japan,Strawberry,0,3,0,8361
1234,Terrence,Snow,158.89,Neapolitan,Denmark,Stracciatella,0,5,0,8095
1235,Kristina,Villanueva,195.08,Neapolitan,Sweden,Vanilla,0,4,0,3629
1236,Troy,Murphy,162.01,Cookies and Cream,Japan,Chocolate,1,3,0,8170
1237,Jesus,Erickson,148.32,Cookies and Cream,Germany,Vanilla,0,5,0,10986
1238,Miguel,Schroeder,161.19,Butter Pecan,Sweden,Vanilla,0,3,0,10837
1239,Alisha,Cervantes,154.89,Neapolitan,Denmark,Chocolate,1,3,0,2595
1240,Rebekah,Pearson,173.99,Neapolitan,Denmark,Chocolate,1,3,0,12688
1241,Gregory,Lang,180.7,Cookies and Cream,Sweden,Vanilla,0,3,0,4632
1242,Latoya,Moreno,189.25,Butter Pecan,Denmark,Strawberry,0,3,0,7935
1243,Tanner,Ramos,183.26,Mint Chocolate Chip,Sweden,Strawberry,0,3,0,12140
1244,Cheryl,Tapia,167.61,Neapolitan,Denmark,Chocolate,0,6,0,4454
1245,Bradley,Stone,190.6,Cookies and Cream,Sweden,Strawberry,1,0,0,12516
1246,Caroline,Bowman,180.43,Mint Chocolate Chip,Norway,Chocolate,1,3,0,4804
1247,Pamela,Murray,155.48,French Vanilla,Sweden,Stracciatella,1,4,0,3804
1248,Suzanne,Ramos,162.63,Neapolitan,Sweden,Vanilla,0,3,0,9906
1249,Collin,Quinn,162.47,French Vanilla,Japan,Vanilla,1,3,0,8530
1250,Jesse,Coleman,169.83,Strawberry,China,Vanilla,1,3,1,7716
1251,Samantha,Merritt,162.38,Cookies and Cream,Sweden,Strawberry,1,3,0,7102
1252,Bob,Palmer,161.23,French Vanilla,Sweden,Chocolate,0,3,0,8966
1253,Tracy,Webb,170.44,Butter Pecan,Sweden,Strawberry,1,4,0,9963
1254,Micheal,Sanchez,184.89,Cookies and Cream,Italy,Strawberry,0,3,0,14974
1255,Brian,Moreno,156.22,Cookies and Cream,Denmark,Strawberry,1,6,0,8346
1256,Heidi,Palmer,165.93,Strawberry,Sweden,Vanilla,0,6,0,8431
1257,Suzanne,Ibarra,183.26,French Vanilla,Denmark,Strawberry,0,6,0,8894
1258,Justin,Stephens,177.26,Mint Chocolate Chip,Norway,Strawberry,1,5,0,11561
1259,Jacqueline,Duncan,164.84,Mint Chocolate Chip,Sweden,Chocolate,1,3,0,7716
1260,Gerald,Morris,169.57,Cookies and Cream,Sweden,Vanilla,1,3,0,6539
1261,Claire,Gray,166.71,Neapolitan,Italy,Strawberry,0,0,0,12620
1262,Suzanne,Gray,182.11,Mint Chocolate Chip,Japan,Vanilla,1,3,0,8068
1263,Juan,Williams,188.09,Cookies and Cream,Sweden,Vanilla,0,0,0,5047
1264,Damon,Erickson,164.3,Mint Chocolate Chip,Norway,Vanilla,1,3,0,5805
1265,Gary,Frank,167.15,Cookies and Cream,Norway,Vanilla,1,3,0,12966
1266,Bethany,Meadows,171.55,Neapolitan,Germany,Strawberry,0,0,0,7891
1267,Nicholas,Webb,175.52,Butter Pecan,Japan,Stracciatella,0,3,0,8985
1268,Benjamin,Hood,189.08,Cookies and Cream,Sweden,Vanilla,0,3,0,5975
1269,Michele,Frey,176.68,Mint Chocolate Chip,Japan,Vanilla,1,3,0,8530
1270,Scott,Merritt,189.08,Cookies and Cream,Denmark,Vanilla,0,6,0,9246
1271,Gabriella,Browning,176.77,Mint Chocolate Chip,Denmark,Vanilla,0,0,1,4377
