First Name,Last Name,Height,Flavour,Country of Origin,Favorite Icecream,Like Liquorice,Times Visited Italy,First Time London,Steps per Day
Victor,Reyes,177.24,Butter Pecan,Denmark,Pistachio,1,0,0,8729
Kayla,Mendoza,180.47,Rocky Road,Sweden,Chocolate,1,1,0,6548
Maria,Wilson,169.21,French Vanilla,China,Pistachio,0,0,0,8370
Mary,Newton,171.76,Vanilla,Australia,Pistachio,0,1,0,12220
Brianna,Mullins,159.85,Vanilla,Germany,Vanilla,0,2,0,6547
Amanda,Payne,161.53,Rocky Road,Australia,Vanilla,0,1,0,6610
Ann,Hernandez,171.53,Cookies and Cream,Denmark,Strawberry,0,0,1,10307
Cassie,Grant,172.87,Pistachio,Norway,Vanilla,1,2,0,8112
Elizabeth,Adkins,158.4,Pistachio,Japan,Stracciatella,0,1,1,7179
Mitchell,Smith,155.88,Neapolitan,Germany,Vanilla,0,2,0,12778
John,Thompson,164.55,French Vanilla,France,Stracciatella,0,1,1,8058
Molly,Murphy,157.16,Butter Pecan,Australia,Mint,0,1,0,5627
William,Johnson,165.63,French Vanilla,Japan,Pistachio,0,0,0,8102
Kristen,Tyler,160.55,Neapolitan,UK,Chocolate,0,4,1,13996
Bryan,Sawyer,168.83,Pistachio,China,Strawberry,1,0,0,14083
Chelsea,Smith,166.69,Chocolate,Italy,Stracciatella,1,0,0,6395
Michael,Li,172.52,Mint Chocolate Chip,Brazil,Mint,0,0,0,8884
Jason,Johnson,164.25,Mint Chocolate Chip,Denmark,Strawberry,1,2,0,5016
Kristina,Ramos,166.99,Butter Pecan,Sweden,Pistachio,1,1,0,8748
Kerry,Gray,153.24,Vanilla,USA,Stracciatella,1,0,0,8068
Karen,Meadows,176.87,French Vanilla,Sweden,Strawberry,0,3,0,10212
Christopher,Montgomery,173.02,Butter Pecan,Canada,Strawberry,0,2,0,16265
Bonnie,Vincent,172.81,Pistachio,Canada,Pistachio,0,1,0,7083
Peter,Wolfe,168.49,Mint Chocolate Chip,Sweden,Mint,1,2,1,2324
David,Jones,174.05,Neapolitan,Italy,Vanilla,0,2,0,6842
Julia,Medina,162.73,Butter Pecan,Italy,Stracciatella,0,1,0,5782
Donald,Moreno,173.08,Pistachio,Norway,Stracciatella,1,0,0,9956
William,Miles,179.18,Rocky Road,UK,Chocolate,0,2,1,6934
Ian,Meyer,171.08,French Vanilla,China,Vanilla,0,0,0,9244
Maria,Adams,170.02,French Vanilla,UK,Stracciatella,0,1,1,7913
Ronnie,Nixon,175.58,Strawberry,Germany,Strawberry,1,3,0,4014
John,Burgess,172.5,Pistachio,Italy,Pistachio,0,3,0,9763
Jennifer,Ward,178.92,Mint Chocolate Chip,Sweden,Stracciatella,1,1,0,9859
Drew,Smith,147.01,Vanilla,Sweden,Mint,1,2,1,7404
Jamie,Norris,171.46,Cookies and Cream,Germany,Pistachio,0,3,1,5354
Tiffany,Carter,182.78,Mint Chocolate Chip,Norway,Vanilla,1,1,0,15014
Edward,Cummings,172.38,Cookies and Cream,Italy,Stracciatella,0,1,1,7292
Russell,Ramsey,169.02,Rocky Road,Japan,Mint,1,0,0,5968
Gina,Campbell,182.82,Chocolate,Sweden,Strawberry,1,1,0,9246
Donald,Herrera,168.32,Neapolitan,Finland,Chocolate,1,1,0,6397
James,Gonzales,169.57,Pistachio,Sweden,Stracciatella,1,3,1,8452
Madison,Frey,145.04,Neapolitan,Finland,Stracciatella,1,1,1,9752
Whitney,Acosta,178.43,Rocky Road,Sweden,Pistachio,1,1,0,9841
Roger,Burke,169.18,Vanilla,Canada,Stracciatella,0,2,1,9897
Mark,Cox,162.13,Vanilla,Sweden,Mint,1,0,0,6577
Kimberly,Cook,175.45,Cookies and Cream,Japan,Strawberry,0,1,1,4960
Douglas,Landry,178.82,Strawberry,USA,Strawberry,1,0,1,2938
Theresa,Robertson,176.0,French Vanilla,Italy,Pistachio,0,2,0,4917
Natalie,Boyd,182.21,Pistachio,Germany,Chocolate,0,1,0,6880
Yolanda,Graves,170.16,Butter Pecan,China,Mint,1,1,0,6445
Julie,Thompson,176.06,Neapolitan,France,Chocolate,0,2,0,11975
Antonio,Morgan,175.49,French Vanilla,Germany,Chocolate,0,5,0,10595
Stephanie,Silva,174.1,Butter Pecan,Canada,Strawberry,0,0,0,10429
Harold,Davis,170.13,Chocolate,Finland,Vanilla,1,0,0,6493
William,Kelly,174.22,Mint Chocolate Chip,Japan,Pistachio,1,0,0,4978
Michelle,Edwards,161.68,Mint Chocolate Chip,Finland,Stracciatella,1,2,1,7448
Sherry,Jones,170.9,French Vanilla,Japan,Vanilla,0,1,0,8564
Brittany,Daniel,173.41,Mint Chocolate Chip,Sweden,Strawberry,1,2,0,8248
Sara,Small,167.21,French Vanilla,Denmark,Pistachio,1,2,0,5815
Greg,Howell,177.58,Chocolate,Germany,Pistachio,1,4,0,7412
Samantha,Owens,159.27,Neapolitan,Brazil,Chocolate,0,0,1,11180
William,Moore,167.14,Butter Pecan,Germany,Chocolate,0,4,1,5181
Wendy,Wheeler,167.3,Butter Pecan,Finland,Stracciatella,1,3,0,11357
Teresa,French,172.98,Neapolitan,Denmark,Pistachio,1,3,0,4406
Matthew,Orr,173.46,Butter Pecan,Denmark,Chocolate,1,4,0,10661
Sharon,Brown,163.71,Chocolate,Norway,Mint,1,2,1,7655
Bryan,Stewart,185.83,French Vanilla,USA,Mint,0,0,1,9700
Sarah,Hensley,180.46,Pistachio,China,Stracciatella,0,0,0,10424
Michael,Smith,169.29,Chocolate,Norway,Chocolate,1,1,0,5455
Marilyn,Cuevas,173.02,Butter Pecan,Australia,Pistachio,0,1,0,5797
Mario,Knight,161.07,French Vanilla,Italy,Strawberry,0,2,0,7575
Levi,Jimenez,172.24,Butter Pecan,Denmark,Stracciatella,1,4,0,6577
Brian,Johnson,173.66,Cookies and Cream,Denmark,Mint,1,1,0,8567
Michelle,Mason,187.1,French Vanilla,France,Pistachio,0,1,0,9473
Anthony,Figueroa,168.54,Mint Chocolate Chip,France,Strawberry,0,3,0,10965
Christopher,Clark,190.12,Butter Pecan,Denmark,Mint,1,4,0,14555
Peggy,Green,180.02,Butter Pecan,Finland,Chocolate,1,2,1,5939
Brianna,Parker,149.64,Cookies and Cream,China,Stracciatella,0,1,0,7955
Scott,Parsons,162.38,Cookies and Cream,UK,Mint,0,4,1,2595
Barbara,Harrell,167.89,Butter Pecan,Australia,Strawberry,0,0,0,4350
Judy,Daniels,179.76,Cookies and Cream,Denmark,Mint,1,1,0,4635
Brittany,Ramirez,167.71,Chocolate,Japan,Pistachio,0,0,1,2293
Kevin,Allen,171.57,Mint Chocolate Chip,Brazil,Chocolate,0,1,0,4250
Christine,Wilkins,183.22,Butter Pecan,Finland,Chocolate,1,0,0,4463
Jennifer,Mora,185.95,Rocky Road,Denmark,Pistachio,0,2,0,7340
Kyle,Campos,148.18,Pistachio,Germany,Strawberry,0,4,1,8253
Robert,Costa,178.9,French Vanilla,USA,Stracciatella,0,0,0,4792
Marie,Fox,161.25,Butter Pecan,Australia,Strawberry,1,0,0,7948
Joseph,Torres,176.38,Chocolate,Japan,Vanilla,1,0,0,9515
Stephanie,Hardy,152.38,Vanilla,Norway,Pistachio,0,2,1,3824
Shane,Huynh,183.01,Cookies and Cream,Finland,Vanilla,1,1,0,13112
Michael,Mendoza,183.4,Butter Pecan,Italy,Stracciatella,0,1,0,10118
Brandon,King,177.06,Mint Chocolate Chip,Canada,Chocolate,0,2,0,11572
Richard,Miller,173.75,Butter Pecan,Italy,Pistachio,1,1,0,15017
Courtney,White,169.8,Butter Pecan,Australia,Pistachio,1,0,0,6997
Mark,Gibbs,187.54,Chocolate,Germany,Mint,0,2,0,5795
Michael,Perez,165.08,Cookies and Cream,Canada,Chocolate,0,1,0,3029
Margaret,Brown,157.58,Mint Chocolate Chip,Finland,Mint,1,2,1,7178
Carlos,Noble,164.71,Chocolate,China,Vanilla,1,2,0,7957
Andrew,Reynolds,179.5,Mint Chocolate Chip,Brazil,Vanilla,0,0,0,9177
Adam,Taylor,162.19,Mint Chocolate Chip,Brazil,Pistachio,0,0,0,9360
Matthew,Clayton,154.04,Neapolitan,China,Chocolate,0,1,0,9896
Deborah,Herrera,165.4,Cookies and Cream,Brazil,Vanilla,1,0,0,6131
Michael,Robbins,163.9,Vanilla,China,Chocolate,1,1,0,10723
Dennis,Perez,161.71,Butter Pecan,USA,Strawberry,0,0,1,8370
Christian,Arnold,193.28,Rocky Road,Canada,Stracciatella,0,1,0,4333
Victoria,Ramirez,180.83,Chocolate,Sweden,Strawberry,1,2,1,9259
Tara,Taylor,178.03,Strawberry,Denmark,Chocolate,1,1,0,8819
Stephen,Watson,152.68,Cookies and Cream,Germany,Vanilla,0,0,0,1776
Scott,Livingston,173.31,Butter Pecan,Italy,Stracciatella,0,0,0,5023
Melissa,Anderson,161.98,Strawberry,Finland,Mint,1,1,0,6338
Mark,Flores,160.56,Rocky Road,Norway,Chocolate,1,2,1,8655
Maria,Young,168.26,Cookies and Cream,Denmark,Stracciatella,0,1,0,6661
Taylor,Davis,159.18,Mint Chocolate Chip,Australia,Mint,0,2,0,5594
Seth,Yang,187.48,Pistachio,UK,Vanilla,1,2,1,1000
Vicki,Johnson,174.57,Vanilla,Canada,Vanilla,0,0,0,5460
Jessica,Hayes,183.27,Butter Pecan,Italy,Chocolate,0,4,0,10777
Heidi,Peterson,157.02,Butter Pecan,France,Chocolate,0,0,1,10173
Amy,Murray,165.92,Vanilla,Japan,Stracciatella,0,2,1,8183
Kristen,Collins,177.2,Pistachio,UK,Pistachio,1,2,1,13354
Carrie,Lane,178.32,Cookies and Cream,Brazil,Vanilla,1,0,0,8040
Billy,Novak,177.1,Vanilla,Denmark,Strawberry,1,2,0,13422
Megan,King,154.86,Mint Chocolate Chip,France,Strawberry,0,1,0,9518
Amy,White,168.44,Pistachio,Canada,Vanilla,0,0,0,5611
Richard,Howard,182.79,Rocky Road,France,Mint,0,4,0,8503
Jeremiah,Lewis,170.2,French Vanilla,Sweden,Pistachio,1,3,0,5102
Michael,Hall,174.71,Mint Chocolate Chip,Australia,Vanilla,0,0,0,6384
Janet,Hernandez,150.76,Vanilla,Canada,Mint,0,0,0,3118
Karen,Jacobs,171.45,Neapolitan,UK,Pistachio,0,4,1,14067
Eric,Wiggins,173.9,French Vanilla,USA,Stracciatella,1,0,0,6184
Diane,Ortiz,172.93,Mint Chocolate Chip,Japan,Pistachio,1,0,0,10202
Joseph,Cruz,161.7,Mint Chocolate Chip,France,Stracciatella,0,2,0,9544
Shannon,Quinn,163.5,Neapolitan,Germany,Strawberry,0,1,0,6869
John,Garcia,165.84,Chocolate,Brazil,Vanilla,0,0,1,6076
Lindsey,Rogers,172.62,Chocolate,UK,Strawberry,0,4,1,9977
Nicholas,Ponce,176.0,Strawberry,France,Pistachio,0,2,0,6844
David,Butler,155.86,Cookies and Cream,Brazil,Chocolate,0,1,0,2395
Jeremiah,Chapman,161.26,Cookies and Cream,Sweden,Stracciatella,0,0,0,10573
Sara,Pacheco,169.0,Butter Pecan,Canada,Pistachio,0,0,1,9660
Maureen,Nelson,184.65,Rocky Road,China,Vanilla,0,0,0,7182
Melissa,Mckenzie,164.18,Cookies and Cream,Japan,Pistachio,0,0,0,11701
Sherry,Young,173.19,Butter Pecan,Japan,Pistachio,1,2,0,7418
Karen,Johnson,162.64,Vanilla,Japan,Vanilla,1,0,0,9620
John,Moreno,166.95,Butter Pecan,Brazil,Mint,1,0,0,11252
Kelly,Riggs,179.53,Neapolitan,USA,Stracciatella,0,2,0,8630
Jennifer,Davis,174.72,Vanilla,Brazil,Strawberry,0,0,0,6383
Jamie,Lee,160.78,Vanilla,Italy,Vanilla,0,4,1,7235
Willie,Underwood,159.19,Pistachio,Norway,Vanilla,1,4,0,5765
Christopher,Wilkins,171.23,Cookies and Cream,China,Vanilla,0,1,0,7008
Susan,Haynes,168.61,Pistachio,China,Chocolate,0,1,0,7524
Lauren,Brown,170.1,Strawberry,Norway,Stracciatella,1,2,0,6539
Collin,Jordan,182.57,Strawberry,Sweden,Vanilla,0,4,0,6953
William,Jimenez,164.98,French Vanilla,Denmark,Pistachio,1,2,0,2125
Rebecca,Cline,166.9,Neapolitan,Norway,Strawberry,1,0,0,1000
Michael,Moore,166.99,Butter Pecan,Germany,Vanilla,0,2,0,4115
Donna,Anderson,179.15,Butter Pecan,China,Pistachio,0,0,1,7665
Marcus,Coleman,175.33,Chocolate,China,Stracciatella,1,0,0,12325
Lisa,Jackson,152.64,French Vanilla,Germany,Stracciatella,0,5,0,6240
Mary,Juarez,186.03,Chocolate,Australia,Stracciatella,0,0,0,6140
Steven,Thompson,170.33,French Vanilla,Australia,Stracciatella,1,0,0,12053
Robin,Johnson,162.03,Strawberry,Germany,Chocolate,1,3,1,3462
Scott,Fleming,174.08,Mint Chocolate Chip,Canada,Stracciatella,0,0,0,14531
Shannon,Ferguson,178.58,Neapolitan,Denmark,Mint,1,4,0,4626
Kevin,Huber,145.83,Chocolate,USA,Strawberry,0,0,0,6112
Renee,Wood,193.31,Vanilla,France,Vanilla,0,1,0,8590
Renee,Johnson,174.44,Cookies and Cream,Denmark,Chocolate,1,1,0,8011
Nicholas,Robinson,189.49,Pistachio,USA,Strawberry,1,1,0,9777
Nicholas,Brooks,169.5,Pistachio,Italy,Pistachio,1,2,0,6097
Francisco,Matthews,184.19,Butter Pecan,Japan,Mint,0,2,0,4861
Molly,Todd,175.13,Mint Chocolate Chip,Finland,Pistachio,1,4,0,3629
Vickie,Rogers,144.54,Neapolitan,Australia,Strawberry,1,0,0,6735
Sylvia,Morrison,162.33,Cookies and Cream,USA,Stracciatella,0,0,0,9255
Richard,Soto,164.52,Strawberry,France,Strawberry,0,2,0,9078
Martha,Cox,165.87,Vanilla,China,Vanilla,0,0,0,8645
Jose,Nolan,157.29,Cookies and Cream,Finland,Stracciatella,1,1,0,10299
Jacqueline,Sutton,181.49,Butter Pecan,China,Strawberry,0,1,0,12014
Nicholas,Dunn,162.25,Strawberry,Canada,Strawberry,0,0,1,11022
Melissa,Thompson,170.76,Rocky Road,Brazil,Mint,0,0,0,2062
Ryan,Smith,152.23,Neapolitan,Norway,Mint,1,2,0,7193
Eric,Sullivan,172.43,Cookies and Cream,Brazil,Strawberry,0,0,0,6403
Nathan,Estrada,165.72,Cookies and Cream,Germany,Mint,0,1,0,9156
Troy,Hansen,160.4,Rocky Road,Norway,Mint,1,1,0,9859
Matthew,Mathis,178.34,French Vanilla,China,Pistachio,0,2,0,1607
Kristine,Frederick,168.2,Butter Pecan,Italy,Stracciatella,0,1,0,12221
Kelly,James,164.43,Vanilla,Denmark,Vanilla,1,1,1,4374
Brandon,Jackson,159.44,Cookies and Cream,Norway,Mint,1,4,1,8496
Robert,Velez,164.92,Rocky Road,Canada,Mint,0,2,0,3853
Rebecca,Greer,175.57,Mint Chocolate Chip,UK,Chocolate,0,1,1,7318
Patricia,Frank,171.35,Rocky Road,Japan,Strawberry,0,0,0,7574
Ricardo,Tran,168.56,Strawberry,China,Vanilla,0,0,0,9513
Shelly,Goodwin,175.92,Butter Pecan,Canada,Strawberry,0,0,0,9879
Paul,Stewart,163.54,Neapolitan,Sweden,Strawberry,1,1,0,6136
William,Faulkner,183.87,Neapolitan,Italy,Chocolate,0,2,0,10587
Jacob,Moon,168.77,Butter Pecan,Australia,Pistachio,0,0,0,7518
Aaron,Williams,184.8,Vanilla,Norway,Mint,1,2,0,15502
Michael,Carroll,178.42,Neapolitan,Germany,Stracciatella,0,3,0,13094
Brian,Martin,170.54,French Vanilla,Australia,Strawberry,0,1,0,1056
Margaret,Martinez,143.96,Vanilla,Australia,Vanilla,1,1,0,11164
Peter,Smith,179.72,Chocolate,Norway,Strawberry,1,3,0,7891
Karen,Bauer,172.59,Vanilla,UK,Mint,0,6,1,6713
Thomas,Moore,168.42,French Vanilla,Italy,Pistachio,1,1,0,8278
Kristina,Graham,172.21,Pistachio,Sweden,Vanilla,1,0,0,8891
Diamond,Perez,169.12,Strawberry,Canada,Stracciatella,0,0,0,4176
Victoria,Barry,168.86,Vanilla,Sweden,Mint,1,3,1,11558
Nicholas,Bryant,150.45,Butter Pecan,China,Pistachio,0,0,1,12620
Autumn,Simpson,169.62,Pistachio,Denmark,Stracciatella,0,1,0,11481
Cynthia,Archer,179.54,Cookies and Cream,Sweden,Chocolate,1,2,0,8959
Timothy,Jones,166.24,Strawberry,USA,Chocolate,0,1,1,7358
Jennifer,Lopez,178.77,Chocolate,Finland,Pistachio,1,2,0,10910
Jill,Harrell,164.88,Chocolate,Sweden,Mint,0,1,0,10570
Joseph,Shelton,188.21,Pistachio,USA,Chocolate,1,0,0,8453
Derek,Mccarthy,170.14,Pistachio,Canada,Chocolate,0,0,1,5190
Carla,Sullivan,168.11,Pistachio,Denmark,Stracciatella,0,1,0,4448
Michelle,Myers,172.87,Strawberry,China,Strawberry,1,0,0,8983
Ryan,Atkins,149.35,Pistachio,Brazil,Pistachio,0,0,0,10857
Jimmy,Cortez,168.31,Butter Pecan,USA,Pistachio,1,1,0,10860
Daniel,Sanford,160.26,Butter Pecan,Germany,Stracciatella,0,3,0,10478
Ashley,Marshall,176.26,Strawberry,Australia,Strawberry,0,0,0,1000
Michael,Bryant,167.21,Cookies and Cream,China,Mint,0,0,0,12077
Debra,Griffith,162.52,Chocolate,Denmark,Vanilla,1,3,0,2954
Amanda,Herman,170.58,Mint Chocolate Chip,UK,Chocolate,0,3,1,7113
Scott,Hale,149.61,Pistachio,Japan,Strawberry,1,0,0,5884
Erik,Roberts,170.25,Cookies and Cream,Brazil,Strawberry,0,0,0,9976
Kevin,Berry,176.01,Neapolitan,Sweden,Strawberry,1,3,0,15492
Elizabeth,Callahan,185.64,Butter Pecan,France,Vanilla,0,2,0,8138
Renee,Lewis,173.46,Pistachio,USA,Stracciatella,0,0,0,5146
William,Mccormick,179.87,Rocky Road,Germany,Mint,0,0,0,6974
Austin,Warner,167.32,Butter Pecan,Japan,Mint,1,0,0,11765
Sean,Edwards,170.85,Chocolate,Japan,Vanilla,0,0,0,6506
Brooke,Little,178.11,Chocolate,Italy,Pistachio,1,6,1,9887
Mary,Jensen,158.86,Butter Pecan,Denmark,Strawberry,0,1,0,7055
Sharon,Sutton,169.04,Chocolate,Norway,Mint,1,0,0,8175
Sandra,Harris,154.56,Chocolate,France,Pistachio,0,4,0,6188
Wesley,Evans,186.44,Pistachio,Italy,Stracciatella,1,2,0,7599
Lauren,Salinas,172.86,Chocolate,Norway,Mint,1,4,0,8431
Peter,Stevens,182.36,Vanilla,France,Vanilla,1,0,0,3128
Jennifer,Williams,163.06,Pistachio,Germany,Vanilla,1,1,0,6890
Cassandra,Turner,175.37,Pistachio,Australia,Chocolate,1,0,0,1375
Daniel,Powell,181.74,Strawberry,Norway,Mint,1,2,0,7308
Tara,Palmer,173.92,Vanilla,Canada,Stracciatella,0,0,1,9738
Michelle,Reed,179.77,Neapolitan,Finland,Strawberry,1,0,1,12236
Sonya,Wilson,170.35,Chocolate,Sweden,Strawberry,1,1,0,8346
Charles,Williams,182.76,Cookies and Cream,Norway,Vanilla,1,1,1,7832
Sharon,Wright,173.7,Butter Pecan,Japan,Pistachio,0,0,0,7864
Eric,Ruiz,174.92,Chocolate,Italy,Mint,0,0,0,4300
Elizabeth,Olson,160.97,Rocky Road,Italy,Strawberry,0,0,0,6443
Summer,Vazquez,165.92,Strawberry,Finland,Chocolate,1,0,0,10559
Sarah,Lozano,177.8,Chocolate,Norway,Stracciatella,1,1,1,5810
Shaun,Stephens,179.31,Rocky Road,Norway,Stracciatella,0,1,0,13923
Michelle,Bender,161.5,French Vanilla,Germany,Strawberry,0,0,1,10092
Lonnie,Brooks,177.92,Mint Chocolate Chip,Japan,Chocolate,1,0,0,5491
Kristen,Schmidt,167.63,Chocolate,Canada,Chocolate,0,1,0,10547
Monica,Brown,171.03,Strawberry,Denmark,Chocolate,1,3,0,4176
Ann,Robertson,170.19,Chocolate,France,Mint,0,4,1,17294
Dustin,Black,154.11,Neapolitan,USA,Strawberry,1,3,0,7225
Daniel,Mcguire,178.35,Pistachio,Japan,Pistachio,0,0,0,7796
Samuel,Brown,171.66,Butter Pecan,China,Mint,0,0,0,11575
Christopher,Weaver,160.94,Cookies and Cream,Denmark,Pistachio,1,3,0,1000
Eric,Mcknight,159.5,Chocolate,Germany,Pistachio,0,0,0,10052
Jacqueline,Robles,159.4,Strawberry,Canada,Vanilla,1,1,0,6052
Elizabeth,Reynolds,178.33,Neapolitan,Italy,Stracciatella,0,2,0,7160
William,Bishop,159.98,Mint Chocolate Chip,Brazil,Stracciatella,0,0,1,4690
Ryan,Pratt,172.29,Strawberry,Norway,Mint,1,3,0,10461
Courtney,Weber,175.39,Pistachio,Japan,Mint,0,1,0,3519
Jasmine,French,171.17,Cookies and Cream,Denmark,Mint,1,3,1,1628
Michaela,Stone,170.85,Strawberry,Finland,Pistachio,1,2,0,5297
Hannah,Knight,163.64,Chocolate,Canada,Chocolate,0,0,0,1000
Roy,Williams,183.34,Pistachio,China,Stracciatella,0,1,0,6299
Tammy,Mcintosh,170.11,Strawberry,Canada,Mint,1,1,0,6200
Bethany,House,170.31,Strawberry,Australia,Stracciatella,0,0,0,3920
Kimberly,Hensley,173.33,Strawberry,Japan,Strawberry,0,0,0,11683
Christopher,Chen,153.49,Neapolitan,Germany,Pistachio,0,0,0,3045
Gregory,Lloyd,175.8,Neapolitan,Sweden,Pistachio,1,4,0,6658
Monica,Scott,162.03,Vanilla,Germany,Chocolate,0,2,0,11301
Traci,Taylor,175.3,Strawberry,Brazil,Pistachio,0,1,0,6857
Sandra,Davis,161.91,Vanilla,Finland,Vanilla,1,3,0,2030
Shane,Smith,174.91,Strawberry,Finland,Vanilla,1,2,0,5975
Mark,Adams,170.46,Butter Pecan,Japan,Chocolate,0,1,0,7295
Kerry,Glenn,181.33,Vanilla,Italy,Mint,0,1,1,5319
Jane,Sanders,177.99,Chocolate,Germany,Chocolate,0,2,0,9932
George,Chapman,186.54,Butter Pecan,China,Stracciatella,0,0,0,8245
Anthony,Wright,173.75,Cookies and Cream,France,Strawberry,0,2,1,11542
Rebecca,Horne,164.96,Strawberry,Japan,Strawberry,0,0,0,9209
David,Ballard,169.98,Vanilla,Finland,Vanilla,1,2,0,11681
Ian,Lyons,183.2,Vanilla,Italy,Pistachio,0,2,1,3258
Ryan,Baker,164.48,Mint Chocolate Chip,France,Stracciatella,0,4,0,4290
Jessica,Anderson,164.11,Vanilla,Japan,Strawberry,1,0,0,6719
Jillian,Morales,167.54,Neapolitan,Germany,Stracciatella,1,0,0,10109
Beverly,Woods,179.52,Neapolitan,Italy,Stracciatella,0,2,0,6416
Sarah,Moore,183.67,Pistachio,UK,Pistachio,0,1,1,12104
Jesus,Sanchez,172.44,Pistachio,Canada,Pistachio,0,1,0,8377
Courtney,Adams,181.24,Cookies and Cream,Sweden,Chocolate,1,2,0,7673
Erin,Rowe,169.94,Mint Chocolate Chip,UK,Pistachio,0,1,1,6865
Hector,Booth,167.53,Chocolate,Germany,Chocolate,1,1,0,8719
Laura,Wright,150.28,Cookies and Cream,Sweden,Pistachio,1,1,1,9458
Jennifer,Harmon,192.87,Cookies and Cream,Norway,Pistachio,1,3,1,9304
Jose,Orr,175.31,Mint Chocolate Chip,China,Pistachio,0,1,0,6818
Sarah,Rodriguez,163.0,Rocky Road,USA,Vanilla,0,0,0,10816
Kristine,Velasquez,165.51,Neapolitan,Canada,Vanilla,1,0,0,4330
Miranda,Colon,175.9,Rocky Road,Sweden,Pistachio,1,1,0,4657
Andrew,Gutierrez,166.61,Mint Chocolate Chip,Italy,Mint,1,2,0,6107
Matthew,Bailey,156.89,Vanilla,Sweden,Chocolate,1,5,0,14535
Kristen,Lambert,188.32,Butter Pecan,Denmark,Pistachio,1,4,0,8583
Sylvia,Burns,172.74,Strawberry,Brazil,Pistachio,0,1,0,6341
Brittany,Clark,173.0,Chocolate,Sweden,Vanilla,1,2,0,8461
William,Myers,162.43,Butter Pecan,Australia,Stracciatella,1,1,0,10587
Samantha,Dixon,166.64,Strawberry,Japan,Strawberry,1,0,1,2915
Sheila,Ochoa,175.32,Butter Pecan,Sweden,Strawberry,1,4,0,8328
Bruce,Boone,159.46,Chocolate,Australia,Chocolate,0,0,0,6750
Tamara,Jones,158.93,Vanilla,Denmark,Stracciatella,1,3,0,10987
Carol,Kane,169.34,Butter Pecan,Brazil,Strawberry,0,0,0,8478
Traci,Bowen,162.5,Rocky Road,Australia,Vanilla,0,1,1,8147
Michelle,Meza,158.17,Pistachio,Norway,Vanilla,1,1,0,10167
Michael,Sampson,185.25,Neapolitan,Germany,Mint,0,1,0,9729
Michael,Warner,165.71,French Vanilla,Brazil,Mint,0,1,0,3474
Carol,Coleman,155.97,French Vanilla,Australia,Chocolate,0,0,0,10216
Howard,Mcintyre,162.96,Vanilla,China,Pistachio,0,0,1,11840
Amanda,Cox,184.34,Rocky Road,Germany,Strawberry,0,3,0,7068
Douglas,Gray,158.78,Vanilla,Finland,Stracciatella,1,3,0,3356
David,Goodwin,166.91,Chocolate,China,Stracciatella,0,1,0,7511
Thomas,Joseph,168.12,French Vanilla,Finland,Strawberry,0,2,1,5386
Jennifer,Hughes,161.09,French Vanilla,Brazil,Chocolate,0,0,0,6236
Harry,Young,168.41,Butter Pecan,Denmark,Strawberry,1,1,0,8691
Timothy,Washington,169.06,Vanilla,Japan,Pistachio,0,0,1,5393
Christina,Webster,175.4,Butter Pecan,Canada,Strawberry,0,0,0,11191
Erika,Gonzalez,171.29,French Vanilla,France,Mint,1,1,0,9655
Matthew,Johnson,178.7,French Vanilla,Canada,Strawberry,0,0,0,6967
Kimberly,Wilson,188.36,Mint Chocolate Chip,Australia,Chocolate,1,0,0,11515
Felicia,Scott,162.58,French Vanilla,Germany,Vanilla,0,1,0,12494
Noah,Green,175.38,Cookies and Cream,USA,Strawberry,0,1,0,11269
Preston,Johnson,160.04,Mint Chocolate Chip,Brazil,Pistachio,0,0,0,6286
William,Conway,178.42,Neapolitan,Brazil,Chocolate,1,1,0,1582
Carly,Valdez,165.26,Butter Pecan,Finland,Chocolate,0,0,0,7562
James,Hines,178.53,Chocolate,Finland,Strawberry,1,1,0,5680
Howard,Salazar,170.94,Vanilla,UK,Stracciatella,1,0,1,5387
Lori,Allen,163.22,Cookies and Cream,China,Chocolate,0,0,1,8948
Cheyenne,Harris,156.61,Neapolitan,Denmark,Chocolate,1,1,0,6301
Timothy,Bentley,157.57,Neapolitan,Australia,Pistachio,1,0,0,8277
Tyler,Bender,188.11,Pistachio,Australia,Mint,0,2,0,3306
Jessica,Meyer,150.24,Butter Pecan,Italy,Mint,0,4,0,3970
Grace,Snyder,164.91,Mint Chocolate Chip,Australia,Vanilla,0,0,0,6813
Greg,Elliott,173.91,Pistachio,Canada,Mint,0,1,0,2812
Rhonda,Harris,180.67,Chocolate,Japan,Mint,1,0,0,13858
Madison,Owens,181.02,Mint Chocolate Chip,France,Chocolate,0,2,1,11248
Sarah,Peterson,167.4,Mint Chocolate Chip,UK,Strawberry,0,2,1,4770
Karen,Hernandez,173.45,Butter Pecan,USA,Vanilla,0,0,1,3573
Anthony,Brown,159.95,Mint Chocolate Chip,Italy,Stracciatella,1,1,1,11067
Diane,Wolf,160.85,Cookies and Cream,Australia,Pistachio,0,0,0,8264
Linda,Delacruz,182.53,Vanilla,Finland,Stracciatella,1,3,1,10921
Julie,Warner,186.61,Strawberry,Sweden,Mint,1,2,0,6570
Bradley,Avery,164.01,Butter Pecan,Italy,Mint,0,1,0,4086
Jermaine,Knapp,168.53,Cookies and Cream,Japan,Vanilla,0,0,0,7738
Crystal,Hartman,170.62,Strawberry,Finland,Vanilla,1,2,0,13639
